view,offset_hz,tx_on_receiver_db_per_hz,rf_off_receiver_db_per_hz
target,-58666.992,-89.745372,-104.580436
target,-58657.837,-89.663989,-104.855469
target,-58648.682,-90.279116,-103.362779
target,-58639.526,-91.302828,-104.145094
target,-58630.371,-91.000124,-104.077372
target,-58621.216,-90.441533,-104.275160
target,-58612.061,-88.971580,-103.798961
target,-58602.905,-89.341700,-102.895730
target,-58593.750,-89.726844,-103.241839
target,-58584.595,-89.775790,-103.218978
target,-58575.439,-90.026855,-102.287668
target,-58566.284,-91.632624,-103.440515
target,-58557.129,-91.874395,-103.813381
target,-58547.974,-90.507898,-102.290138
target,-58538.818,-88.667281,-103.528439
target,-58529.663,-89.617555,-104.300888
target,-58520.508,-91.183670,-103.701782
target,-58511.353,-90.909386,-103.561308
target,-58502.197,-89.607201,-103.434747
target,-58493.042,-89.688759,-102.323796
target,-58483.887,-89.213528,-103.057647
target,-58474.731,-89.302762,-103.956385
target,-58465.576,-89.136270,-103.195305
target,-58456.421,-89.455169,-103.043708
target,-58447.266,-89.418259,-102.745966
target,-58438.110,-89.636015,-103.351726
target,-58428.955,-90.350601,-103.385541
target,-58419.800,-89.282894,-103.603035
target,-58410.645,-88.915309,-103.718148
target,-58401.489,-89.072468,-103.952427
target,-58392.334,-89.561943,-104.594562
target,-58383.179,-91.679940,-103.275392
target,-58374.023,-89.676237,-103.082555
target,-58364.868,-88.530378,-103.412666
target,-58355.713,-88.321347,-102.729210
target,-58346.558,-88.357800,-103.495543
target,-58337.402,-91.043161,-103.437445
target,-58328.247,-91.650043,-104.558372
target,-58319.092,-90.132601,-105.107971
target,-58309.937,-89.337183,-104.920050
target,-58300.781,-88.349155,-104.046292
target,-58291.626,-89.391714,-105.351321
target,-58282.471,-89.857193,-105.636184
target,-58273.315,-88.604953,-104.468192
target,-58264.160,-89.084527,-103.029482
target,-58255.005,-89.236576,-103.454742
target,-58245.850,-87.663977,-103.882394
target,-58236.694,-87.440190,-104.031524
target,-58227.539,-88.327755,-103.520937
target,-58218.384,-88.209553,-103.935892
target,-58209.229,-88.957462,-105.482236
target,-58200.073,-88.133571,-104.877837
target,-58190.918,-87.371402,-103.828623
target,-58181.763,-88.239686,-103.106774
target,-58172.607,-89.468180,-103.671757
target,-58163.452,-89.336486,-104.622962
target,-58154.297,-88.292886,-103.917421
target,-58145.142,-88.204152,-104.968163
target,-58135.986,-88.978464,-103.428409
target,-58126.831,-89.701957,-103.763415
target,-58117.676,-89.431149,-104.400048
target,-58108.521,-89.606840,-105.372403
target,-58099.365,-88.648021,-104.927032
target,-58090.210,-89.056493,-104.063837
target,-58081.055,-89.549663,-104.106651
target,-58071.899,-89.315219,-104.687878
target,-58062.744,-88.866145,-103.975407
target,-58053.589,-88.504465,-102.908447
target,-58044.434,-90.038436,-103.016658
target,-58035.278,-89.963675,-104.096152
target,-58026.123,-88.325609,-104.380846
target,-58016.968,-87.924364,-104.220087
target,-58007.812,-88.298093,-103.272819
target,-57998.657,-88.257999,-103.955647
target,-57989.502,-89.302134,-103.450535
target,-57980.347,-89.286602,-103.875171
target,-57971.191,-89.380257,-103.001551
target,-57962.036,-88.799617,-103.209085
target,-57952.881,-88.497914,-103.488954
target,-57943.726,-90.442565,-104.164778
target,-57934.570,-89.313730,-104.672647
target,-57925.415,-88.931169,-104.910515
target,-57916.260,-89.398174,-103.884363
target,-57907.104,-90.282151,-104.876523
target,-57897.949,-89.246245,-106.232949
target,-57888.794,-88.867435,-105.214992
target,-57879.639,-89.112571,-103.715894
target,-57870.483,-88.554541,-102.530188
target,-57861.328,-87.462826,-104.707109
target,-57852.173,-87.959602,-104.201039
target,-57843.018,-89.299957,-103.105849
target,-57833.862,-89.897327,-103.924064
target,-57824.707,-88.228314,-104.692681
target,-57815.552,-87.641451,-105.134413
target,-57806.396,-87.400372,-105.261284
target,-57797.241,-86.332667,-104.467576
target,-57788.086,-88.114589,-104.390100
target,-57778.931,-88.595644,-104.137698
target,-57769.775,-87.831329,-102.816070
target,-57760.620,-89.787191,-102.994711
target,-57751.465,-89.421770,-103.972218
target,-57742.310,-88.079428,-103.813857
target,-57733.154,-87.946170,-104.348708
target,-57723.999,-89.819376,-104.586585
target,-57714.844,-89.566822,-103.480255
target,-57705.688,-87.396254,-103.894903
target,-57696.533,-87.250524,-102.850383
target,-57687.378,-87.178793,-103.984501
target,-57678.223,-88.146164,-104.875448
target,-57669.067,-88.920877,-103.799934
target,-57659.912,-88.043985,-104.356302
target,-57650.757,-89.354195,-103.355244
target,-57641.602,-90.661850,-104.421489
target,-57632.446,-89.700101,-105.486532
target,-57623.291,-88.576759,-103.774297
target,-57614.136,-90.153097,-102.732945
target,-57604.980,-90.514639,-104.152413
target,-57595.825,-89.770555,-104.188281
target,-57586.670,-87.924586,-103.397394
target,-57577.515,-87.173644,-103.458893
target,-57568.359,-88.734496,-102.894872
target,-57559.204,-89.802840,-103.221943
target,-57550.049,-89.125318,-103.075459
target,-57540.894,-88.322954,-103.389206
target,-57531.738,-88.149788,-104.008323
target,-57522.583,-88.520434,-104.054888
target,-57513.428,-88.658124,-103.463279
target,-57504.272,-88.427635,-103.352874
target,-57495.117,-88.073970,-103.094528
target,-57485.962,-87.831916,-103.893547
target,-57476.807,-88.967573,-103.545893
target,-57467.651,-88.975292,-103.186191
target,-57458.496,-88.810204,-104.502222
target,-57449.341,-89.289618,-103.432615
target,-57440.186,-89.870627,-103.593116
target,-57431.030,-88.478358,-104.348162
target,-57421.875,-88.246753,-103.919929
target,-57412.720,-89.799549,-104.675355
target,-57403.564,-88.395588,-104.169117
target,-57394.409,-89.000620,-103.681647
target,-57385.254,-90.866185,-105.801589
target,-57376.099,-88.494291,-104.775435
target,-57366.943,-89.111564,-104.280517
target,-57357.788,-87.976611,-103.384816
target,-57348.633,-88.310119,-103.535747
target,-57339.478,-88.866641,-105.340248
target,-57330.322,-90.522823,-104.842754
target,-57321.167,-89.507344,-103.890478
target,-57312.012,-89.342252,-102.218382
target,-57302.856,-89.044897,-102.373502
target,-57293.701,-89.031772,-103.819406
target,-57284.546,-87.991450,-104.883133
target,-57275.391,-88.858067,-104.600611
target,-57266.235,-88.586857,-103.537877
target,-57257.080,-88.858286,-105.262128
target,-57247.925,-88.975586,-104.435385
target,-57238.770,-90.502184,-103.482979
target,-57229.614,-92.547664,-102.843495
target,-57220.459,-90.209849,-103.116815
target,-57211.304,-89.341340,-104.197403
target,-57202.148,-89.023494,-105.091759
target,-57192.993,-89.449519,-105.367864
target,-57183.838,-89.744877,-104.643670
target,-57174.683,-89.946869,-104.165310
target,-57165.527,-88.894034,-104.755416
target,-57156.372,-87.949030,-104.060575
target,-57147.217,-88.696355,-104.706544
target,-57138.062,-88.933377,-104.172100
target,-57128.906,-87.273083,-103.676690
target,-57119.751,-88.359248,-103.522280
target,-57110.596,-89.916710,-104.340782
target,-57101.440,-89.081545,-103.398593
target,-57092.285,-89.261943,-102.908048
target,-57083.130,-88.271146,-103.459377
target,-57073.975,-88.878570,-103.807661
target,-57064.819,-88.283666,-103.625396
target,-57055.664,-88.792217,-105.546440
target,-57046.509,-90.170068,-104.021511
target,-57037.354,-89.199081,-102.523772
target,-57028.198,-90.058655,-102.078336
target,-57019.043,-90.976611,-102.460617
target,-57009.888,-90.205543,-104.700678
target,-57000.732,-90.043612,-105.904527
target,-56991.577,-90.180398,-105.460545
target,-56982.422,-89.936022,-104.485909
target,-56973.267,-90.539842,-104.548683
target,-56964.111,-89.355141,-104.878591
target,-56954.956,-91.078238,-104.209319
target,-56945.801,-90.812220,-103.786299
target,-56936.646,-90.773550,-105.832317
target,-56927.490,-91.547629,-104.878774
target,-56918.335,-91.183504,-103.894352
target,-56909.180,-90.749858,-105.415513
target,-56900.024,-90.916555,-105.361075
target,-56890.869,-92.139108,-104.184033
target,-56881.714,-90.736741,-103.673991
target,-56872.559,-90.061435,-103.630879
target,-56863.403,-91.392706,-103.559097
target,-56854.248,-92.428509,-102.555444
target,-56845.093,-90.653750,-103.081121
target,-56835.938,-89.848764,-103.044636
target,-56826.782,-90.350572,-103.863101
target,-56817.627,-91.033207,-104.041327
target,-56808.472,-92.578661,-103.511272
target,-56799.316,-90.747981,-104.348504
target,-56790.161,-91.102620,-104.047624
target,-56781.006,-92.879126,-104.206505
target,-56771.851,-92.588827,-103.625759
target,-56762.695,-91.550763,-104.244381
target,-56753.540,-91.254766,-104.464866
target,-56744.385,-90.877463,-104.326850
target,-56735.229,-90.198733,-103.524785
target,-56726.074,-90.640264,-103.765796
target,-56716.919,-91.152631,-103.580082
target,-56707.764,-92.018904,-103.592305
target,-56698.608,-90.994878,-105.022480
target,-56689.453,-91.918044,-105.184952
target,-56680.298,-91.329798,-104.744711
target,-56671.143,-92.479838,-103.307831
target,-56661.987,-91.440494,-104.514943
target,-56652.832,-89.870805,-104.109543
target,-56643.677,-92.783234,-104.228604
target,-56634.521,-93.044107,-105.780717
target,-56625.366,-91.479209,-103.695818
target,-56616.211,-92.791670,-103.721698
target,-56607.056,-90.974110,-103.484895
target,-56597.900,-89.663533,-103.991548
target,-56588.745,-91.740188,-103.525053
target,-56579.590,-91.742244,-102.958044
target,-56570.435,-90.974432,-103.551459
target,-56561.279,-91.587839,-102.639424
target,-56552.124,-91.464413,-104.809055
target,-56542.969,-91.201917,-103.234066
target,-56533.813,-92.075224,-102.523196
target,-56524.658,-91.220094,-103.690848
target,-56515.503,-92.741738,-104.756622
target,-56506.348,-92.469010,-104.779499
target,-56497.192,-92.901591,-104.207692
target,-56488.037,-93.475391,-103.749594
target,-56478.882,-92.965181,-104.216799
target,-56469.727,-93.323899,-104.545694
target,-56460.571,-93.577134,-104.424529
target,-56451.416,-92.975792,-103.629118
target,-56442.261,-92.576262,-104.613875
target,-56433.105,-92.702705,-103.215520
target,-56423.950,-92.910173,-103.659051
target,-56414.795,-92.854053,-105.668198
target,-56405.640,-92.711972,-105.092442
target,-56396.484,-93.219134,-104.467131
target,-56387.329,-94.616596,-104.549665
target,-56378.174,-93.331569,-106.107251
target,-56369.019,-93.321904,-103.959877
target,-56359.863,-92.846101,-102.860783
target,-56350.708,-93.405300,-102.965009
target,-56341.553,-93.633986,-103.167166
target,-56332.397,-93.765831,-103.547593
target,-56323.242,-92.888114,-102.502157
target,-56314.087,-92.300107,-103.326498
target,-56304.932,-94.138157,-104.115974
target,-56295.776,-93.539166,-103.682156
target,-56286.621,-92.872410,-104.277738
target,-56277.466,-91.524404,-104.133799
target,-56268.311,-91.880437,-103.802759
target,-56259.155,-92.597638,-103.305000
target,-56250.000,-94.157623,-105.541480
target,-56240.845,-94.578551,-106.237807
target,-56231.689,-93.889714,-104.764611
target,-56222.534,-93.344313,-105.146210
target,-56213.379,-93.281802,-104.446706
target,-56204.224,-92.514090,-103.147787
target,-56195.068,-93.712592,-104.088326
target,-56185.913,-93.541496,-104.606312
target,-56176.758,-93.359931,-104.144091
target,-56167.603,-92.923492,-104.374790
target,-56158.447,-92.883443,-103.709300
target,-56149.292,-94.773811,-104.609141
target,-56140.137,-95.698537,-105.107855
target,-56130.981,-95.744575,-104.646825
target,-56121.826,-94.147827,-104.295044
target,-56112.671,-95.131439,-103.384691
target,-56103.516,-96.076895,-103.788494
target,-56094.360,-94.102944,-102.925693
target,-56085.205,-93.640600,-102.363712
target,-56076.050,-93.898564,-103.378329
target,-56066.895,-93.892612,-104.162173
target,-56057.739,-94.115178,-102.978559
target,-56048.584,-94.414931,-103.697261
target,-56039.429,-93.947684,-102.424118
target,-56030.273,-93.834723,-101.463604
target,-56021.118,-93.384548,-102.467183
target,-56011.963,-94.540441,-103.350096
target,-56002.808,-95.284872,-104.219771
target,-55993.652,-95.685193,-104.545846
target,-55984.497,-94.606818,-103.864788
target,-55975.342,-94.309070,-104.786250
target,-55966.187,-94.196086,-105.572334
target,-55957.031,-95.149152,-106.348971
target,-55947.876,-93.514381,-105.734309
target,-55938.721,-92.410675,-105.502143
target,-55929.565,-93.206820,-104.440760
target,-55920.410,-92.597672,-103.828385
target,-55911.255,-92.158976,-102.884019
target,-55902.100,-92.828390,-102.972422
target,-55892.944,-93.191908,-103.435797
target,-55883.789,-93.787659,-104.064507
target,-55874.634,-93.477041,-103.631701
target,-55865.479,-93.127948,-104.691864
target,-55856.323,-92.952300,-103.578204
target,-55847.168,-93.338516,-104.418375
target,-55838.013,-92.091883,-104.879002
target,-55828.857,-92.244842,-104.341301
target,-55819.702,-92.538811,-103.436811
target,-55810.547,-91.898382,-103.997891
target,-55801.392,-92.256045,-105.628934
target,-55792.236,-92.960972,-104.219981
target,-55783.081,-92.456739,-103.861936
target,-55773.926,-93.656636,-102.350520
target,-55764.771,-93.456621,-101.754481
target,-55755.615,-92.953059,-102.614180
target,-55746.460,-93.014485,-104.236300
target,-55737.305,-93.442751,-104.946421
target,-55728.149,-93.551294,-103.880598
target,-55718.994,-92.384246,-102.371275
target,-55709.839,-91.488240,-102.993607
target,-55700.684,-91.567425,-104.114923
target,-55691.528,-92.492962,-105.424868
target,-55682.373,-92.707327,-105.642137
target,-55673.218,-91.224909,-105.376433
target,-55664.062,-92.316255,-103.808743
target,-55654.907,-93.955858,-104.081700
target,-55645.752,-92.252287,-104.109858
target,-55636.597,-92.320162,-103.306275
target,-55627.441,-93.100138,-103.164939
target,-55618.286,-91.936276,-103.180673
target,-55609.131,-91.372230,-104.095351
target,-55599.976,-90.360922,-104.062331
target,-55590.820,-90.120662,-102.778464
target,-55581.665,-93.508907,-103.854951
target,-55572.510,-93.270852,-103.614210
target,-55563.354,-91.347798,-103.377107
target,-55554.199,-92.600039,-102.898103
target,-55545.044,-92.851675,-104.352639
target,-55535.889,-92.758945,-103.659151
target,-55526.733,-91.960829,-103.847899
target,-55517.578,-92.691277,-104.028857
target,-55508.423,-90.712090,-102.918566
target,-55499.268,-90.729630,-103.651215
target,-55490.112,-90.960383,-104.842377
target,-55480.957,-91.469613,-105.794124
target,-55471.802,-91.027911,-104.244993
target,-55462.646,-91.345209,-104.572508
target,-55453.491,-90.276022,-105.254894
target,-55444.336,-90.771816,-104.050239
target,-55435.181,-91.740499,-102.393571
target,-55426.025,-91.879356,-102.133396
target,-55416.870,-90.934259,-102.520570
target,-55407.715,-90.913574,-104.211149
target,-55398.560,-90.223856,-104.658573
target,-55389.404,-91.042156,-104.271703
target,-55380.249,-90.538184,-103.394725
target,-55371.094,-88.922527,-103.367733
target,-55361.938,-88.791275,-104.017603
target,-55352.783,-90.346543,-104.317632
target,-55343.628,-89.608928,-102.442848
target,-55334.473,-89.809284,-102.705285
target,-55325.317,-91.460187,-105.137289
target,-55316.162,-91.087090,-103.574827
target,-55307.007,-89.905140,-104.435815
target,-55297.852,-91.132666,-103.757025
target,-55288.696,-90.646656,-103.482120
target,-55279.541,-90.732991,-103.530025
target,-55270.386,-90.426344,-103.392544
target,-55261.230,-90.828932,-104.363306
target,-55252.075,-91.450552,-104.033758
target,-55242.920,-89.547809,-104.254704
target,-55233.765,-89.734520,-104.534383
target,-55224.609,-90.003592,-104.441155
target,-55215.454,-88.339147,-104.159593
target,-55206.299,-89.777474,-103.873862
target,-55197.144,-90.351971,-104.555427
target,-55187.988,-90.438239,-103.545165
target,-55178.833,-89.681411,-102.614387
target,-55169.678,-89.883234,-102.462723
target,-55160.522,-89.657525,-104.491022
target,-55151.367,-88.415104,-104.132634
target,-55142.212,-88.139728,-104.514791
target,-55133.057,-89.331650,-104.627184
target,-55123.901,-90.721115,-103.987651
target,-55114.746,-89.452169,-103.546378
target,-55105.591,-89.865375,-103.025056
target,-55096.436,-89.856867,-103.354143
target,-55087.280,-90.695832,-104.260616
target,-55078.125,-88.525806,-104.274281
target,-55068.970,-87.861902,-104.576725
target,-55059.814,-88.335585,-104.904023
target,-55050.659,-87.939891,-105.862980
target,-55041.504,-88.570630,-105.201776
target,-55032.349,-88.566345,-104.131364
target,-55023.193,-88.850228,-103.510742
target,-55014.038,-89.012475,-104.201456
target,-55004.883,-89.071197,-103.790096
target,-54995.728,-88.992163,-104.100595
target,-54986.572,-89.330610,-103.368930
target,-54977.417,-90.031421,-103.153947
target,-54968.262,-88.890698,-103.956191
