capture_role,frequency_hz,tx_on_dbfs_per_hz,same_capture_rf_off_dbfs_per_hz,positive_tx_on_minus_off_dbfs_per_hz
physical37_wanted_223p1_223p9,223121826.171875000,-92.7881966385,-104.025807788,-93.1277355405
physical37_wanted_223p1_223p9,223121899.414062500,-92.5039752093,-104.282275767,-92.8023681053
physical37_wanted_223p1_223p9,223121972.656250000,-91.6846039375,-104.792203746,-91.9023067302
physical37_wanted_223p1_223p9,223122045.898437500,-92.0865333134,-104.439584808,-92.3468055126
physical37_wanted_223p1_223p9,223122119.140625000,-91.9830770817,-104.571517613,-92.2292211273
physical37_wanted_223p1_223p9,223122192.382812500,-91.6203541306,-104.628100505,-91.8432525184
physical37_wanted_223p1_223p9,223122265.625000000,-92.0682436483,-104.444796502,-92.3270685156
physical37_wanted_223p1_223p9,223122338.867187500,-92.4142810036,-104.545666517,-92.6886219298
physical37_wanted_223p1_223p9,223122412.109375000,-92.5008397565,-104.311895979,-92.7969123592
physical37_wanted_223p1_223p9,223122485.351562500,-92.7081731152,-104.157211097,-93.0309631011
physical37_wanted_223p1_223p9,223122558.593750000,-92.6005669617,-104.273274203,-92.9065686619
physical37_wanted_223p1_223p9,223122631.835937500,-92.1116473643,-104.459086567,-92.3722664284
physical37_wanted_223p1_223p9,223122705.078125000,-92.3762092429,-104.725271763,-92.6367279298
physical37_wanted_223p1_223p9,223122778.320312500,-92.0316139355,-104.719156967,-92.2720481437
physical37_wanted_223p1_223p9,223122851.562500000,-91.9803169104,-104.776174481,-92.2146660271
physical37_wanted_223p1_223p9,223122924.804687500,-92.5576321269,-104.665703866,-92.8334976344
physical37_wanted_223p1_223p9,223122998.046875000,-92.6484333177,-104.484330529,-92.9427587241
physical37_wanted_223p1_223p9,223123071.289062500,-92.4946513108,-104.226995258,-92.7963313712
physical37_wanted_223p1_223p9,223123144.531250000,-91.621252875,-104.577967294,-91.846855512
physical37_wanted_223p1_223p9,223123217.773437500,-91.8381686966,-104.589005874,-92.0750276004
physical37_wanted_223p1_223p9,223123291.015625000,-91.765491992,-104.667603305,-91.9940254258
physical37_wanted_223p1_223p9,223123364.257812500,-91.4996048375,-104.548987514,-91.7203215098
physical37_wanted_223p1_223p9,223123437.500000000,-91.8557593123,-104.650524955,-92.0901689772
physical37_wanted_223p1_223p9,223123510.742187500,-92.0713938562,-104.647095937,-92.3182818817
physical37_wanted_223p1_223p9,223123583.984375000,-91.8304278005,-104.560247424,-92.0684678262
physical37_wanted_223p1_223p9,223123657.226562500,-92.0510690401,-104.530540967,-92.3036526057
physical37_wanted_223p1_223p9,223123730.468750000,-91.811718341,-104.645212757,-92.0439902591
physical37_wanted_223p1_223p9,223123803.710937500,-91.8001958699,-104.586204055,-92.0350917233
physical37_wanted_223p1_223p9,223123876.953125000,-92.2477929997,-104.483841964,-92.5153959263
physical37_wanted_223p1_223p9,223123950.195312500,-92.760538331,-104.112676477,-93.0908954354
physical37_wanted_223p1_223p9,223124023.437500000,-92.2576517571,-104.538197743,-92.522441988
physical37_wanted_223p1_223p9,223124096.679687500,-92.1267798463,-104.866078179,-92.3642864502
physical37_wanted_223p1_223p9,223124169.921875000,-92.5238851185,-104.593121315,-92.8023096827
physical37_wanted_223p1_223p9,223124243.164062500,-92.1946569689,-104.521173099,-92.4565733762
physical37_wanted_223p1_223p9,223124316.406250000,-91.8646780664,-104.603108416,-92.1022334657
physical37_wanted_223p1_223p9,223124389.648437500,-91.5683389767,-104.617059782,-91.7890901588
physical37_wanted_223p1_223p9,223124462.890625000,-92.1672196549,-104.486660789,-92.429576254
physical37_wanted_223p1_223p9,223124536.132812500,-92.0665246791,-104.593059578,-92.3163060431
physical37_wanted_223p1_223p9,223124609.375000000,-91.4431829381,-104.368053437,-91.6704900623
physical37_wanted_223p1_223p9,223124682.617187500,-92.1309828881,-104.22597645,-92.4077074558
physical37_wanted_223p1_223p9,223124755.859375000,-92.6269197871,-104.232245631,-92.9378815923
physical37_wanted_223p1_223p9,223124829.101562500,-92.1663723407,-104.476725015,-92.4292955244
physical37_wanted_223p1_223p9,223124902.343750000,-92.1722508417,-104.683708833,-92.4229264078
physical37_wanted_223p1_223p9,223124975.585937500,-90.4460024124,-104.484751456,-90.620834723
physical37_wanted_223p1_223p9,223125048.828125000,-85.5907433924,-103.96940552,-85.6542898796
physical37_wanted_223p1_223p9,223125122.070312500,-83.9931070345,-104.245272705,-84.034281202
physical37_wanted_223p1_223p9,223125195.312500000,-87.8245574685,-104.56361486,-87.917565548
physical37_wanted_223p1_223p9,223125268.554687500,-91.5221411553,-104.640140458,-91.7393100283
physical37_wanted_223p1_223p9,223125341.796875000,-92.1509843583,-104.559026223,-92.4078829589
physical37_wanted_223p1_223p9,223125415.039062500,-91.8000347463,-104.963398777,-92.0148902054
physical37_wanted_223p1_223p9,223125488.281250000,-92.4331611166,-104.883934502,-92.6874693003
physical37_wanted_223p1_223p9,223125561.523437500,-92.3103649173,-104.377714913,-92.5889143945
physical37_wanted_223p1_223p9,223125634.765625000,-91.8337874623,-104.169615303,-92.0951256736
physical37_wanted_223p1_223p9,223125708.007812500,-92.4240177519,-104.671932108,-92.6908676582
physical37_wanted_223p1_223p9,223125781.250000000,-92.8419754267,-104.354070758,-93.1599379328
physical37_wanted_223p1_223p9,223125854.492187500,-91.8331718795,-104.277767533,-92.0878528926
physical37_wanted_223p1_223p9,223125927.734375000,-91.924594911,-104.274870209,-92.1850386322
physical37_wanted_223p1_223p9,223126000.976562500,-91.9573353681,-104.503054938,-92.2059836447
physical37_wanted_223p1_223p9,223126074.218750000,-92.1307223853,-104.576539215,-92.3853296551
physical37_wanted_223p1_223p9,223126147.460937500,-92.2241025484,-104.479055356,-92.490506802
physical37_wanted_223p1_223p9,223126220.703125000,-92.08447416,-104.426887897,-92.3454042246
physical37_wanted_223p1_223p9,223126293.945312500,-92.1812023106,-104.521115493,-92.4422872642
physical37_wanted_223p1_223p9,223126367.187500000,-91.8901402457,-104.483931788,-92.1359724576
physical37_wanted_223p1_223p9,223126440.429687500,-91.5198264133,-104.782570391,-91.7297017577
physical37_wanted_223p1_223p9,223126513.671875000,-92.0828681559,-104.642868655,-92.330676405
physical37_wanted_223p1_223p9,223126586.914062500,-92.0383246407,-104.589643679,-92.2866431988
physical37_wanted_223p1_223p9,223126660.156250000,-92.249152983,-104.996311716,-92.4862181685
physical37_wanted_223p1_223p9,223126733.398437500,-92.2277698154,-104.925201806,-92.4676417895
physical37_wanted_223p1_223p9,223126806.640625000,-91.956732099,-104.566605771,-92.2016295574
physical37_wanted_223p1_223p9,223126879.882812500,-92.1780675329,-104.479340351,-92.441558024
physical37_wanted_223p1_223p9,223126953.125000000,-92.1538215707,-104.560414998,-92.4108084513
physical37_wanted_223p1_223p9,223127026.367187500,-92.364549407,-104.646350985,-92.6292607145
physical37_wanted_223p1_223p9,223127099.609375000,-92.8054826076,-104.752165209,-93.0921447358
physical37_wanted_223p1_223p9,223127172.851562500,-92.4678453774,-104.415303571,-92.7544545892
physical37_wanted_223p1_223p9,223127246.093750000,-92.2599803198,-104.524556192,-92.5257765126
physical37_wanted_223p1_223p9,223127319.335937500,-91.7423401233,-104.554948409,-91.9757624125
physical37_wanted_223p1_223p9,223127392.578125000,-91.9260284657,-104.308361279,-92.184498646
physical37_wanted_223p1_223p9,223127465.820312500,-91.5897096976,-104.50325556,-91.8176261688
physical37_wanted_223p1_223p9,223127539.062500000,-91.7310742687,-104.697290763,-91.95617084
physical37_wanted_223p1_223p9,223127612.304687500,-92.1834615165,-104.705202068,-92.4335268738
physical37_wanted_223p1_223p9,223127685.546875000,-92.1537128517,-104.463275022,-92.4166853758
physical37_wanted_223p1_223p9,223127758.789062500,-91.9013432807,-104.48762112,-92.1476134741
physical37_wanted_223p1_223p9,223127832.031250000,-92.3792065685,-104.273076385,-92.6694958146
physical37_wanted_223p1_223p9,223127905.273437500,-92.8530030036,-104.503636694,-93.1606205001
physical37_wanted_223p1_223p9,223127978.515625000,-93.2816241601,-104.588231966,-93.6156002116
physical37_wanted_223p1_223p9,223128051.757812500,-92.726986927,-104.502761906,-93.0255595054
physical37_wanted_223p1_223p9,223128125.000000000,-92.580767507,-104.634177933,-92.8602419225
physical37_wanted_223p1_223p9,223128198.242187500,-92.8075201486,-104.581772533,-93.106201106
physical37_wanted_223p1_223p9,223128271.484375000,-92.5764831742,-104.124563551,-92.8917243911
physical37_wanted_223p1_223p9,223128344.726562500,-92.7886235202,-104.360846976,-93.1020525145
physical37_wanted_223p1_223p9,223128417.968750000,-92.6373860956,-104.371694168,-92.938924903
physical37_wanted_223p1_223p9,223128491.210937500,-92.091610733,-104.308517214,-92.3604331324
physical37_wanted_223p1_223p9,223128564.453125000,-91.6004725098,-104.367362559,-91.8364333489
physical37_wanted_223p1_223p9,223128637.695312500,-91.9353517663,-104.215434471,-92.2001711241
physical37_wanted_223p1_223p9,223128710.937500000,-92.7721490167,-104.481566423,-93.0754829482
physical37_wanted_223p1_223p9,223128784.179687500,-92.4594446832,-104.676408551,-92.7282634183
physical37_wanted_223p1_223p9,223128857.421875000,-92.3594821987,-104.825023614,-92.6129013995
physical37_wanted_223p1_223p9,223128930.664062500,-92.3609562616,-104.794273228,-92.6163194017
physical37_wanted_223p1_223p9,223129003.906250000,-92.0853943923,-104.611464662,-92.3352032641
physical37_wanted_223p1_223p9,223129077.148437500,-92.1955775659,-104.74267917,-92.444144421
physical37_wanted_223p1_223p9,223129150.390625000,-92.5269187662,-104.447249425,-92.8153848217
physical37_wanted_223p1_223p9,223129223.632812500,-92.8625919633,-104.240515828,-93.1909175954
physical37_wanted_223p1_223p9,223129296.875000000,-92.9256074666,-104.562018976,-93.2342707137
physical37_wanted_223p1_223p9,223129370.117187500,-92.2649973262,-104.717371193,-92.5192090117
physical37_wanted_223p1_223p9,223129443.359375000,-92.4589805225,-104.573467183,-92.7344256626
physical37_wanted_223p1_223p9,223129516.601562500,-92.7450505409,-104.642999176,-93.0350579758
physical37_wanted_223p1_223p9,223129589.843750000,-92.5241943934,-104.488449133,-92.8096600994
physical37_wanted_223p1_223p9,223129663.085937500,-92.5153518865,-104.655231685,-92.7891395008
physical37_wanted_223p1_223p9,223129736.328125000,-91.815353613,-104.556058314,-92.0527811771
physical37_wanted_223p1_223p9,223129809.570312500,-92.2091445193,-104.472031034,-92.4750473552
physical37_wanted_223p1_223p9,223129882.812500000,-92.1549350877,-104.530993613,-92.4137903127
physical37_wanted_223p1_223p9,223129956.054687500,-91.6965328036,-104.54488992,-91.9279896576
physical37_wanted_223p1_223p9,223130029.296875000,-92.3416588227,-104.213067561,-92.6335050162
physical37_wanted_223p1_223p9,223130102.539062500,-92.6765275818,-104.738856228,-92.955409878
physical37_wanted_223p1_223p9,223130175.781250000,-92.6905480305,-104.658567802,-92.9757580613
physical37_wanted_223p1_223p9,223130249.023437500,-92.5428848921,-104.573940253,-92.8238492691
physical37_wanted_223p1_223p9,223130322.265625000,-91.9230362831,-104.213422645,-92.187208621
physical37_wanted_223p1_223p9,223130395.507812500,-91.8386353459,-104.114701279,-92.1037073798
physical37_wanted_223p1_223p9,223130468.750000000,-92.635176551,-104.390898561,-92.935179778
physical37_wanted_223p1_223p9,223130541.992187500,-92.933462594,-104.541110024,-93.2442521236
physical37_wanted_223p1_223p9,223130615.234375000,-93.3390600822,-104.081503609,-93.7214617295
physical37_wanted_223p1_223p9,223130688.476562500,-93.0245882977,-104.218210466,-93.3677240122
physical37_wanted_223p1_223p9,223130761.718750000,-93.0346212176,-104.368758665,-93.3664042018
physical37_wanted_223p1_223p9,223130834.960937500,-92.8427836387,-104.903579021,-93.1217676427
physical37_wanted_223p1_223p9,223130908.203125000,-92.1505158791,-104.38554694,-92.4181835074
physical37_wanted_223p1_223p9,223130981.445312500,-92.9862097168,-104.239558607,-93.324471343
physical37_wanted_223p1_223p9,223131054.687500000,-92.8783531633,-104.114992242,-93.2179711228
physical37_wanted_223p1_223p9,223131127.929687500,-92.4434604764,-104.469143904,-92.7247841128
physical37_wanted_223p1_223p9,223131201.171875000,-92.0398859712,-104.349437405,-92.3028591654
physical37_wanted_223p1_223p9,223131274.414062500,-92.3558296623,-104.123445952,-92.6549834562
physical37_wanted_223p1_223p9,223131347.656250000,-92.2897701694,-104.233484578,-92.5766349019
physical37_wanted_223p1_223p9,223131420.898437500,-91.7411040591,-104.734987432,-91.9647337584
physical37_wanted_223p1_223p9,223131494.140625000,-91.9962548628,-104.532644522,-92.2454535216
physical37_wanted_223p1_223p9,223131567.382812500,-92.7044504852,-104.202390152,-93.0234901478
physical37_wanted_223p1_223p9,223131640.625000000,-92.7944666615,-104.333408409,-93.1103966712
physical37_wanted_223p1_223p9,223131713.867187500,-92.4468459505,-104.384707138,-92.7341106485
physical37_wanted_223p1_223p9,223131787.109375000,-92.2083337448,-104.335435846,-92.4829541271
physical37_wanted_223p1_223p9,223131860.351562500,-91.9338378727,-104.716196937,-92.1689366203
physical37_wanted_223p1_223p9,223131933.593750000,-92.0605372328,-104.998743192,-92.2871289563
physical37_wanted_223p1_223p9,223132006.835937500,-92.4070454899,-104.534787851,-92.6816240821
physical37_wanted_223p1_223p9,223132080.078125000,-92.5548341492,-104.426413957,-92.846668452
physical37_wanted_223p1_223p9,223132153.320312500,-92.4973728315,-104.424076795,-92.7854015283
physical37_wanted_223p1_223p9,223132226.562500000,-92.4697603397,-104.346067859,-92.761266227
physical37_wanted_223p1_223p9,223132299.804687500,-92.3656692913,-104.352122279,-92.649630972
physical37_wanted_223p1_223p9,223132373.046875000,-92.4509314697,-104.338958183,-92.7416249173
physical37_wanted_223p1_223p9,223132446.289062500,-92.5281318899,-104.397057162,-92.8201507605
physical37_wanted_223p1_223p9,223132519.531250000,-92.4269900638,-104.306040554,-92.718305583
physical37_wanted_223p1_223p9,223132592.773437500,-92.6396627876,-104.427889819,-92.9373505478
physical37_wanted_223p1_223p9,223132666.015625000,-91.833711735,-104.668933695,-92.0658887641
physical37_wanted_223p1_223p9,223132739.257812500,-93.018875111,-104.377899544,-93.3486884201
physical37_wanted_223p1_223p9,223132812.500000000,-93.4476908226,-104.09329188,-93.8391157383
physical37_wanted_223p1_223p9,223132885.742187500,-92.8491396185,-104.394017998,-93.1646219976
physical37_wanted_223p1_223p9,223132958.984375000,-92.5961842828,-104.533104196,-92.8835133543
physical37_wanted_223p1_223p9,223133032.226562500,-92.4071228596,-104.5652218,-92.6797275714
physical37_wanted_223p1_223p9,223133105.468750000,-92.0255583652,-104.334499252,-92.2885696744
physical37_wanted_223p1_223p9,223133178.710937500,-92.701316647,-104.365622613,-93.0079322866
physical37_wanted_223p1_223p9,223133251.953125000,-92.40385426,-104.106029966,-92.7077125407
physical37_wanted_223p1_223p9,223133325.195312500,-93.0013449212,-104.580201831,-93.3142778902
physical37_wanted_223p1_223p9,223133398.437500000,-93.1699581721,-104.599491074,-93.4942567575
physical37_wanted_223p1_223p9,223133471.679687500,-92.1271400816,-104.328996734,-92.3969252542
physical37_wanted_223p1_223p9,223133544.921875000,-92.2754139307,-104.62227661,-92.5360686535
physical37_wanted_223p1_223p9,223133618.164062500,-91.659572115,-104.256108791,-91.9052445101
physical37_wanted_223p1_223p9,223133691.406250000,-91.8905987071,-104.537146572,-92.1333781721
physical37_wanted_223p1_223p9,223133764.648437500,-92.4077307446,-104.598626972,-92.6782193191
physical37_wanted_223p1_223p9,223133837.890625000,-92.2413178909,-104.290846958,-92.5210504118
physical37_wanted_223p1_223p9,223133911.132812500,-91.7120165515,-104.323544501,-91.9568180648
physical37_wanted_223p1_223p9,223133984.375000000,-91.5308109362,-104.540338672,-91.7536155304
physical37_wanted_223p1_223p9,223134057.617187500,-91.3703366215,-104.19596458,-91.6030411252
physical37_wanted_223p1_223p9,223134130.859375000,-92.6158828803,-104.270176027,-92.9232318926
physical37_wanted_223p1_223p9,223134204.101562500,-93.1034100003,-104.541227257,-93.4270669493
physical37_wanted_223p1_223p9,223134277.343750000,-93.0649002914,-104.589817414,-93.3818903953
physical37_wanted_223p1_223p9,223134350.585937500,-92.9590352879,-104.63380492,-93.2648864696
physical37_wanted_223p1_223p9,223134423.828125000,-92.6846695182,-104.530954297,-92.9782674781
physical37_wanted_223p1_223p9,223134497.070312500,-92.3328681272,-104.213528952,-92.6240719454
physical37_wanted_223p1_223p9,223134570.312500000,-92.0303513072,-104.409538309,-92.2890144679
physical37_wanted_223p1_223p9,223134643.554687500,-92.2976164743,-105.018384168,-92.5361670536
physical37_wanted_223p1_223p9,223134716.796875000,-91.720054393,-104.67274813,-91.9458715167
